Family,Group,Language,Code,Code2,#,I,thou,he,we,you,they,this,that,here,there,who,what,where,when,how,not,all,many,some,few,other,one,two,three,four,five,big,long,wide,thick,heavy,small,short,narrow,thin,woman,man,human,child,wife,husband,mother,father,animal,fish,bird,dog,louse,snake,worm,tree,forest,stick,fruit,seed,leaf,root,bark,flower,grass,rope,skin,meat,blood,bone,fat,egg,horn,tail,feather,hair,head,ear,eye,nose,mouth,tooth,tongue,fingernail,foot,leg,knee,hand,wing,belly,guts,neck,back,breast,heart,liver,drink,eat,bite,suck,spit,vomit,blow,breathe,laugh,see,hear,know,think,smell,fear,sleep,live,die,kill,fight,hunt,hit,cut,split,stab,scratch,dig,swim,fly,walk,come,lie,sit,stand,turn,fall,give,hold,squeeze,rub,wash,wipe,pull,push,throw,tie,sew,count,say,sing,play,float,flow,freeze,swell,sun,moon,star,water,rain,river,lake,sea,salt,stone,sand,dust,earth,cloud,fog,sky,wind,snow,ice,smoke,fire,ash,burn,road,mountain,red,green,yellow,white,black,night,day,year,warm,cold,full,new,old,good,bad,rotten,dirty,straight,round,sharp,dull,smooth,wet,dry,correct,near,far,right,left,at,in,with,and,if,because,name
Dravidian,North,Malto,mjt,mjt,98,he:nu,ni:n,,na:mu,,,i:du,a:du,,,ne:du,indiɾdu,,,,mala:,go:ʈahi:,di:kehi,,,,o:nd,pa:nɖa,,,,be:ɖo,digaɖo,,,,ɾikʋa:di,,,,teldu,muɖsa:,,,,,,,,mi:ndu,pudʒudu,kutʃtʃo,bʰumi,,,bʰumi,,,,bʰumi,ha:tʰa,banda:,bʰumi,,,,tʃa:na,ma:kɖu,ɾasadu,o:tʃuldi:,nedʒdʒa,ɾaɾapa:ndu,maɾgadu,oli,paki:,ta:li,kukudu,daɾti:,a:ndu,muso:,toɾo,pa:ldu,taɖta,,ɾaɖadu,,mu:ka,ʈeʈu,,puɖa:,,asaɾdu,,daibuku,hugli:,tʃedɾo,ho:na:,dʒa:go:lpah,ko:hi,,,,,,,ʈunɖpo,me:na,ha:hpo,,,,andaɾpo ko:ɖa,,keəa:na:keəida:h,badʒpo,,,,,,,,,ho:gpo,uɖa:ɾi,he:kpo,baɾəa:,ko:ɖpo,hokpo,hilpo,,,tʃiba:h,,,,,,,,,,,,hauɖpo,,,,,,,be:ɾdu,bilpdu,bi:nka,hamdu,dʒaɖa:,,,,,guga,ba:li,,bʰumi,badli:,,,,,,mo:ha,tʃitʃadu,bʰumi,me:da,pa:odu,be:ɖo paha:ɖi,e:so,ɾanalo,balke,sada:,maɖhaɾo,ɾa:ti,,,kuɖni,panija:,nindpa:,pu:na,,he:ɖu,,,,,guɖme,,,,,a:ika:,,,,,,,,,,,,na:mi
Dravidian,Unclassified,Bharia,bha,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,Unclassified,Allar,all,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dravidian,Unclassified,Vishavan,vis,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese,Japanese,Japanese,ja,ja,147,ɰᵝa̠ta̠ɕi,⟨ki1mi1⟩,ka̠,ɰᵝa̠ta̠ɕi̥ta̠t͡ɕi,kipau,ka̠ɾe̞ɾa̠,ko̞no̞,⟨so2 no2⟩,⟨ko2ko2⟩,,tare,na̠ɲ̟i,idu,nã̠ɲ̟d͡ʑi,,,sɨᵝbe̞te̞,,,sɨ̥ᵝko̞ɕi,ho̞ka̠,it͡ɕi̥,ɲ̟i,*/sam,jo̞,it͡sɨᵝ,o̞to̞na̠,na̠ɡa̠i,,,o̞mo̞i,tipisasi,mʲiʑika̠i,se̞ma̠i,,õ̞nːa̠ no̞ çi̥to̞,⟨pi1to2⟩,⟨pi1to2⟩,ko̞do̞mo̞,t͡sɨᵝma̠,o̞t̚to̞,okakasama,ototosama,do̞ːbɯ̟ᵝt͡sɨᵝ,uwo,⟨to2ri⟩,inɯ̟ᵝ,ɕiɾa̠mʲi,pemi,d͡zẽ̞ɲ̟t͡ɕɨᵝː,kɨ,mo̞ɾʲi,,,ta̠ne̞,pa,ne̞,,pana,kɯ̟̊ᵝsa̠,,,ɕiɕi,,pone,ɕibo̞ː,ta̠ma̠ɡo̞,ka̠do̞,ɕip̚po̞,ha̠ne̞,,a̠ta̠ma̠,mʲimʲi,ma̠,,kutu,ha̠,ɕi̥ta̠,t͡sɨᵝme̞,a̠ɕi,kʲa̠kɯ̟ᵝ,çiza̠,,t͡sɨᵝba̠sa̠,wi,,kɯ̟ᵝbʲi,,mɯ̟ᵝna̠,ɕĩnd͡zo̞ː,kã̠nd͡zo̞ː,no̞mɯ̟ᵝ,,ka̠mɯ̟ᵝ,,t͡sɨᵝba̠,,ɸɯ̟ᵝkɯ̟ᵝ,ko̞kʲɨᵝː,ɰᵝa̠ɾa̠ɯ̟ᵝ,mʲiɾɯ̟ᵝ,kʲi̥kɯ̟ᵝ,,kamukapu,ɲ̟io̞i,,,ikʲiɾɯ̟ᵝ,ɕinɯ̟ᵝ,ko̞ɾo̞sɨᵝ,,ka̠ɾɯ̟ᵝ,ɯ̟ᵝt͡sɨᵝ,kʲiɾɯ̟ᵝ,ɰᵝa̠ɾɯ̟ᵝ,,çik̚ka̠kɯ̟ᵝ,,ɡ,,a̠ɾɯ̟ᵝkɯ̟ᵝ,kɯ̟ᵝɾɯ̟ᵝ,ɯ̟ᵝso̞,sɨᵝɰᵝa̠ɾɯ̟ᵝ,ta̠t͡sɨᵝ,,ot͡su,*ataperu,,,,a̠ɾa̠ɯ̟ᵝ,,,,,,nupu,kazuapu,ipu,ɯ̟ᵝta̠ɯ̟ᵝ,a̠so̞bɯ̟ᵝ,,,,,,ta̠iĩɴ,posi,⟨mi1du⟩,same,kapa,mʲizɨᵝɯ̟ᵝmʲi,⟨umi1⟩,ɕio̞,iɕi,sɨᵝna̠,,d͡ʑi,⟨kumo1⟩,,so̞ɾa̠,ka̠ze̞,⟨yuki1⟩,⟨ko2pori⟩,keburi,⟨hi2⟩,,moju,dau,ja̠ma̠,akaki,mʲido̞ɾʲi,,⟨siro1si⟩,,⟨yo1ru⟩,nʲiti,nẽ̞ɴ,a̠ta̠ta̠ka̠i,t͡sɨᵝme̞ta̠i,,arataɕiki,,joɕi,ɰᵝa̠ɾɯ̟ᵝi,kɯ̟ᵝsa̠ɾɯ̟ᵝ,kʲita̠na̠i,,,,,,nɯ̟ᵝɾe̞ɾɯ̟ᵝ,ka̠ɰᵝa̠kɯ̟ᵝ,,,,,çida̠ɾʲi,de̞,ɲ̟i,to̞,to̞,mo̞ɕi,,na̠ma̠e̞
Korean,Korean,Korean,ko,ko,185,na̠,ta̠ŋɕʰin,kɯ,uɾi,ta̠ŋɕʰin,kɯdɯɭ,i,kɯ,jʌ̹ɡi,kʌ̹ɡi,nuɡu,muʌ̹t̚,ʌ̹di,ˈɘːnd͡ʑe̞,ʌ̹t͈ʌ̹kʰe̞,a̠n,ˈmo̞ːdɯn,ˈma̠ːnɯn,mjʌ̹t̚,ˈt͡ɕɘːk̚t͈a̠,ta̠ɾɯn,ha̠na̠,tuːɭ,sʰe̞ːt̚,ne̞ːt̚,ta̠sʰʌ̹t̚,ˈɘːɾɯn,ˈkiːɭda̠,nʌ̹ɭt͈a̠,tuk͈ʌ̹p̚t͈a̠,muɡʌ̹p̚t͈a̠,ˈt͡ɕa̠ːk̚t͈a̠,t͡ɕ͈a̠ɭt͈a̠,,ka̠nɯɭda̠,jʌ̹sʰʌ̹ŋ,ˈsʰa̠ːɾa̠m,ˈsʰa̠ːɾa̠m,ʌ̹ɾini,a̠ne̞,na̠mpʰjʌ̹n,ʌ̹mma̠,a̠bʌ̹d͡ʑi,ˈto̞ːŋmuɭ,muɭk͈o̞ɡi,sʰe̞ː,ke̞ː,i,pe̞ːm,,na̠mu,sʰup̚,mak̚d̬ɛːɡi,ˈkwa̠ːiɭ,ɕ͈i,ip̚,p͈uɾi,na̠muk͈ʌ̹p̚t͡ɕ͈iɭ,k͈o̞t̚,,pa̠t̚t͡ɕ͈uɭ,sʰa̠ɭɡa̠t̚,ko̞ɡi,pʰi,,t͡ɕiba̠ŋ,ta̠ɭɡja̠ɭ,p͈uɭ,k͈o̞ɾi,kit̚,mʌ̹ɾikʰa̠ɭ,mʌ̹ɾi,kɥi,nun,kʰo̞,ip̚,i,çjʌ̹,sʰo̞ntʰo̞p̚,pa̠ɭ,ta̠ɾi,muɾɯp̚,sʰo̞n,na̠ɭɡe̞,pe̞,,mo̞k̚,tɯŋ,juba̠ŋ,,ka̠nd͡ʑa̠ŋ,ma̠ɕʰida̠,ɕʰiks͈a̠ɦa̠da̠,muɾʌ̹t͈e̞da̠,p͈a̠ɭda̠,,ke̞uda̠,ˈpuːɭda̠,sʰumʃʰɥida̠,ˈuːt̚t͈a̠,po̞da̠,tɯt̚t͈a̠,ˈa̠ːɭda̠,sʰe̞ŋɡa̠kʰa̠da̠,ˈne̞ːmsʰe̞,ˈko̞ːŋpʰo̞,t͡ɕa̠da̠,ˈsʰa̠ːɭda̠,t͡ɕuk̚t͈a̠,t͡ɕuɡida̠,ta̠tʰuda̠,sʰa̠ɲja̠ŋɦa̠da̠,t͡ɕʰida̠,k͈ɯntʰa̠,,,kɯk̚t͈a̠,pʰa̠da̠,sʰujʌ̹ŋɦa̠da̠,pʰa̠ɾi,ˈkɘːt̚t͈a̠,o̞da̠,ˈkɘːd͡ʑinma̠ɭ,a̠nt͈a̠,sʰʌ̹da̠,ˈto̞ːɭda̠,nʌ̹mʌ̹d͡ʑida̠,t͡ɕuda̠,tɯɭda̠,t͡ɕ͈a̠da̠,pibida̠,ɕ͈it̚t͈a̠,ɕ͈it̚t͈a̠,ˈk͈ɯːɭda̠,miɭda̠,tʌ̹nd͡ʑida̠,muk̚t͈a̠,ˈkiːp̚t͈a̠,ˈsʰe̞ːda̠,ˈma̠ːɾɦa̠da̠,no̞ɾe̞ɦa̠da̠,ˈno̞ːɭda̠,,,ˈɘːɭda̠,pupʰuɭda̠,he̞,ta̠ɭ,pjɘːɭ,muɭ,pi,ka̠ŋ,ɸʷo̞sʰu,pa̠da̠,sʰo̞ɡɯm,to̞ːɭ,mo̞ɾe̞,mʌ̹nd͡ʑi,xɯk̚,kuɾɯm,a̠nɡe̞,ha̠nɯɭ,pa̠ɾa̠m,nun,ʌ̹ɾɯm,ˈjɘːnɡi,puɭ,t͡ɕe̞,,kiɭ,sʰa̠n,p͈a̠ɭɡa̠tʰa̠,no̞ks͈e̞k̚,ˈno̞ːɾa̠tʰa̠,çida̠,ˈkɘːmda̠,pa̠m,,ɲjʌ̹n,t͈a̠t͈ɯtʰa̠da̠,t͡ɕʰa̠n,,sʰe̞ɾo̞p̚t͈a̠,na̠k̚t͈a̠,ˈt͡ɕo̞ːtʰa̠,na̠p͈ɯda̠,s͈ʌ̹k̚t͈a̠,ˈtɘːɾʌ̹p̚t͈a̠,,tuŋɡɯɭda̠,,mudida̠,me̞k͈ɯɾʌ̹p̚t͈a̠,,ma̠ɾɯda̠,o̞ɭtʰa̠,ka̠k͈a̠p̚t͈a̠,,kwʌ̹ɭʎi,,,,wa̠,wa̠,,t͈e̞mun,iɾɯm
Austroasiatic,Munda,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austroasiatic,Khasi-Palaungic,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austroasiatic,Khmuic,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austroasiatic,Mangic,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austroasiatic,Vietic,Vietnamese,vi,vi,195,toj˧˧,maj˨˩,ʔajŋ̟˧˧ ʔəj˧˦,t͡ɕʊwŋ͡m˧˦ toj˧˧,ʔɓaːn˧˨ʔ,hɔ˧˨ʔ,naj˨˩,ʔɗɔ˧˦,,,ʔaːj˧˧,zi˨˩,ʔɗəw˧˧,xi˧˧ naːw˨˩,,xəwŋ͡m˧˧,,ɲiaw³³,mot̚˧˨ʔ ʔit̚˧˦,ʔit̚˧˦,xaːk̚˧˦,mot̚˧˨ʔ,haːj˧˧,ʔɓaː˧˧,ʔɓon˧˦,nam˧˧,,zaːj˨˩,zəwŋ͡m˧˨ʔ,zaj˨˩,naŋ˧˨ʔ,ɲɔ˧˩,ŋan˧˦,hɛp̚˧˨ʔ,mawŋ͡m˧˩,fu˧˨ʔ nɨ˦ˀ˥,ŋɨəj˨˩,,ʔɗɨə˧˦ ʔɓɛ˧˦,vəː˧˨ʔ,t͡ɕəwŋ͡m˨˩,mɛ˧˨ʔ,ʔɓaː˧˧,tʰu˧˦ vət̚˧˨ʔ,kaː˧˦,t͡ɕim˧˧,t͡ɕɔ˧˦,zən˧˨ʔ,zan˧˦,zun˧˧,kəj˧˧,zɨŋ˨˩,ɣəj˧˨ʔ,kwaː˧˩,hot̚˧˨ʔ,laː˧˦,ze˦ˀ˥,vɔ˧˩,hwaː˧˧,kɔ˧˩,zəj˧˧,zaː˧˧,tʰit̚˧˨ʔ,maw˧˦,sɨəŋ˧˧,məː˦ˀ˥,t͡ɕɨŋ˧˦,sɨŋ˨˩,ʔɗuəj˧˧,ləwŋ͡m˧˧ vu˦ˀ˥,tawk͡p̚˧˦,ʔɗəw˨˩,taːj˧˧,mat̚˧˦,muj˦ˀ˥,miəŋ˧˨ʔ,zaŋ˧˧,lɨəj˦ˀ˥,mawŋ͡m˧˦,ʔɓaːn˨˩ t͡ɕən˧˧,t͡ɕən˧˧,ʔɗəw˨˩ ɣoj˧˦,taj˧˧,kajŋ̟˧˦,ʔɓʊwŋ͡m˧˨ʔ,,ko˧˩,lɨŋ˧˧,vu˧˦,tim˧˧,ɣaːn˧˧,ʔuəŋ˧˦,ʔan˧˧ kəːm˧˧,kan˧˦,ʔɓu˧˦,ɲo˧˩,non˧˧,tʰoj˧˩,tʰəː˧˩,kɨəj˨˩,ɲin˨˩ tʰəj˧˦,ŋɛ˧˧,ʔɓiət̚˧˦,ŋi˦ˀ˥,muj˨˩,,ŋu˧˩,səwŋ͡m˧˦,t͡ɕet̚˧˦,ziət̚˧˦,t͡ɕiən˧˦ ʔɗəw˧˦,san˧˧ ʔɓan˧˦,ʔɗəp̚˧˨ʔ,kat̚˧˦,t͡ɕɛ˧˩,ʔɗəm˧˧,ɣaːj˦ˀ˥,ʔɗaːw˨˩,ʔɓəːj˧˧,zuəj˨˩,ʔɗi˧˧,laːj˧˨ʔ,nɔj˧˦ zoj˧˦,ŋoj˨˩,ʔɗɨŋ˧˦,,ŋaː˦ˀ˥,t͡ɕɔ˧˧,zɨ˦ˀ˥,ʔɗɛ˨˩,tʰwaː˧˧,zɨə˧˩,law˧˧,kɛw˧˦,so˧˧,nɛm˧˦,kot̚˧˨ʔ,xəw˧˧,ʔɗem˧˦,nɔj˧˦,haːt̚˧˦,t͡ɕəːj˧˧,noj˧˩,t͡ɕaj˧˩,ʔɗawŋ͡m˧˦ ʔɓaŋ˧˧,sɨŋ˧˧,mat̚˧˨ʔ t͡ɕəːj˨˩,,saːw˧˧,nɨək̚˧˦,mɨə˧˧,səwŋ͡m˧˧,ho˨˩,ʔɓiən˧˩,muəj˧˦,ʔɗaː˧˦,kaːt̚˧˦,ʔɓuj˧˨ʔ,ʔɗət̚˧˦,məj˧˧,sɨəŋ˧˧ mu˨˩,t͡ɕəːj˨˩,zɔ˧˦,twiət̚˧˦,ʔɓaŋ˧˧,xɔj˧˦,lɨə˧˩,t͡ɕɔ˧˧,t͡ɕaj˧˦,ʔɗɨəŋ˨˩,nuj˧˦,ʔɗɔ˧˩,maw˨˩,vaːŋ˨˩,t͡ɕaŋ˧˦,ʔɗɛn˧˧,ʔɗem˧˧,ŋaj˨˩,nam˧˧,ʔəm˧˦,lajŋ̟˧˨ʔ,ʔɗəj˨˩,məːj˧˦,ku˦ˀ˥,tot̚˧˦,səw˧˦,mʊwk͡p̚˧˨ʔ,ʔɓən˧˩,,swɛ˧˧,sak̚˧˦,kun˨˩,faŋ˧˩,ʔɨət̚˧˦,xo˧˧,ʔɗʊwŋ͡m˧˦,ɣən˨˩,saː˧˧,kwiən˨˩ ləːj˧˨ʔ,t͡ɕaːj˧˦,,t͡ɕawŋ͡m˧˧,vəːj˧˦,vaː˨˩,new˧˦,taːj˧˨ʔ vi˨˩,ten˧˧
Austroasiatic,Kautic,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austroasiatic,Bahnaric,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austroasiatic,Khmer,Central Khmer,km,km,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austroasiatic,Pearic,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austroasiatic,Monic,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austroasiatic,Aslian,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austroasiatic,Nicobarese,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austroasiatic,Shompen,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kra-Dai,Kra,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kra-Dai,Kam-Sui,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kra-Dai,Lakkia,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kra-Dai,Biao,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kra-Dai,Be,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kra-Dai,Tai,Lao,lo,lo,79,kʰɔːj˨˩,,kʰao˩˨,pʰuak˥˧ hau˦˥,tɕao˥˦,,niː˥˦,,,nan˥˦,,ɲaŋ˩˨,,mɯa˧˧,,bɔː˧˧,,,,nɔːj˥˧,,nɯŋ˧˧,sɔːŋ˩˧,saːm˩˧,siː˧˧,haː˨˩,,,kwaːŋ˥˧,,,,,,baːŋ˩˨,pʰuː˨˩ ɲiŋ˦˥,ma˧˧ nut˧˧,,,mia˦˥,pʰua˩˨,mɛː˧˧,pʰɔː˦,sat˦˥,pa᷅ː,nok˦,maː˩˨,,ŋuː˦˥,,ton˥˧ mai˥˧,,,,,baɯ˩˨,hâːk,,dɔːk˨˩ mai˥˦,ɲaː˨˩,,,,,,,kʰāi,kʰao˩˨,,,,hua˩˨,,taː˩˨,daŋ˩˧,,kʰɛːw˨˩,,,,kʰaː˩˨,,mɯː˦˥,,,,,laŋ˩˧,tuː˥˦,tɕai˩˨,tap˦˥,dɯːm˦˦,kin˩˧ kʰau˨˩,,,,,,,,hen˩˧,,huː˥˧,,,,nɔːn˦˥,,taːj˩˧,kʰaː˨˩,tɔː˧˧ suː˨˩,,,,,,,,,,ɲaːŋ˧˧,maː˦˥,,naŋ˧˧,,,,mɔːp˥˦,tʰɯː˩˨,,,,,,,,,,,waw˥˦,,,,,,,taː˩˨ wen˦˥,,daːu˩˨,nam˥˦,,mɛː˧˧ nam˥˧,nɔːŋ˩˨,,kɯa˩˨,,,,,mêːk,,,lom˦˥,,,,fai˦˥,,,,pʰu᷄ː,,,,,dam˩˨,,wan˦˥,piː˩˨,,,,mai˧˧,kau˧˧,,,,,,,,,,,,kɛ᷈ː,,,,,tʰiː˧˧,naɯ˦˥,,lɛʔ˦,,,sɯː˦˦
